Virus Name	Record ID	UniProt ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
human_adenovirus_35	AAN17477.1_12158	Q6YL78	29.3	74.4	ColabFold	human_adenovirus_35_CF-AAN17477.1_12158_relaxed.pdb	638	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17780.1_12151	Q2Y0I4	28.6	73.6	ColabFold	human_adenovirus_3_CF-ABB17780.1_12151_relaxed.pdb	640	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_34	AAW33478.1_12157	Q3ZKZ6	28.8	73.4	ColabFold	human_adenovirus_34_CF-AAW33478.1_12157_relaxed.pdb	656	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_30	AEY79576.1_12199	M0QTU0	30.4	75.9	ColabFold	human_adenovirus_30_CF-AEY79576.1_12199_relaxed.pdb	726	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_33	AFK92579.1_12201	M0QV23	31.0	76.0	ColabFold	human_adenovirus_33_CF-AFK92579.1_12201_relaxed.pdb	730	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_37	ABK59073.1_12203	B2VQF9	30.6	75.9	ColabFold	human_adenovirus_37_CF-ABK59073.1_12203_relaxed.pdb	732	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_32	AFK92499.1_12200	M0QUU4	30.7	75.2	ColabFold	human_adenovirus_32_CF-AFK92499.1_12200_relaxed.pdb	732	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_36	ACY04475.1_12202	D4N3J3	29.9	75.6	ColabFold	human_adenovirus_36_CF-ACY04475.1_12202_relaxed.pdb	731	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_38	AFK92619.1_12204	M0QV63	30.9	75.9	ColabFold	human_adenovirus_38_CF-AFK92619.1_12204_relaxed.pdb	732	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_39	AFK92659.1_12205	M0QVA3	31.0	75.5	ColabFold	human_adenovirus_39_CF-AFK92659.1_12205_relaxed.pdb	732	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_31	CAO78641.1_12149	D0Z5T5	28.0	73.2	ColabFold	human_adenovirus_31_CF-CAO78641.1_12149_relaxed.pdb	775	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_35	AAN17486.1_12158	Q7T933	27.6	71.4	ColabFold	human_adenovirus_35_CF-AAN17486.1_12158_relaxed.pdb	812	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_34	AAW33488.1_12157	Q3ZKY6	27.7	72.1	ColabFold	human_adenovirus_34_CF-AAW33488.1_12157_relaxed.pdb	813	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17805.1_12151	Q2Y0H1	28.1	70.2	ColabFold	human_adenovirus_3_CF-ABB17805.1_12151_relaxed.pdb	828	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_31	CAO78638.1_12149	Q3S8C6	24.9	71.6	ColabFold	human_adenovirus_31_CF-CAO78638.1_12149_relaxed.pdb	922	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_3	ABB17803.1_12151	Q2Y0H4	22.7	69.7	ColabFold	human_adenovirus_3_CF-ABB17803.1_12151_relaxed.pdb	944	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_36	ACY04472.1_12202	D4N3J0	24.0	67.8	ColabFold	human_adenovirus_36_CF-ACY04472.1_12202_relaxed.pdb	944	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_37	ABK59070.1_12203	B2VQF6	24.6	66.5	ColabFold	human_adenovirus_37_CF-ABK59070.1_12203_relaxed.pdb	949	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_39	AFK92656.1_12205	M0QVA0	23.5	65.7	ColabFold	human_adenovirus_39_CF-AFK92656.1_12205_relaxed.pdb	949	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_30	AEY79573.1_12199	M0QTT7	23.1	64.8	ColabFold	human_adenovirus_30_CF-AEY79573.1_12199_relaxed.pdb	949	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_38	AFK92616.1_12204	M0QV60	23.4	70.3	ColabFold	human_adenovirus_38_CF-AFK92616.1_12204_relaxed.pdb	950	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_34	AAW33485.1_12157	Q3ZKY9	22.1	66.9	ColabFold	human_adenovirus_34_CF-AAW33485.1_12157_relaxed.pdb	951	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_35	AAN17484.1_12158	Q7T936	23.9	70.3	ColabFold	human_adenovirus_35_CF-AAN17484.1_12158_relaxed.pdb	952	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_33	AFK92576.1_12201	M0QV20	23.5	68.4	ColabFold	human_adenovirus_33_CF-AFK92576.1_12201_relaxed.pdb	953	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_32	AFK92496.1_12200	M0QUU1	23.6	69.2	ColabFold	human_adenovirus_32_CF-AFK92496.1_12200_relaxed.pdb	953	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_37	ABK59062.1_12203	B2VQE7	65.9	88.1	ColabFold	human_adenovirus_37_CF-ABK59062.1_12203_relaxed.pdb	1091	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_35	AAN17476.1_12158	Q7T947	61.7	87.7	ColabFold	human_adenovirus_35_CF-AAN17476.1_12158_relaxed.pdb	1122	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_3	ABB17778.1_12151	Q2Y0I9	61.1	87.4	ColabFold	human_adenovirus_3_CF-ABB17778.1_12151_relaxed.pdb	1122	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
human_adenovirus_38	AFK92607.1_12204	M0QV51	62.8	84.0	ColabFold	human_adenovirus_38_CF-AFK92607.1_12204_relaxed.pdb	1176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_39	AFK92647.1_12205	M0QV91	61.6	83.9	ColabFold	human_adenovirus_39_CF-AFK92647.1_12205_relaxed.pdb	1176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_33	AFK92567.1_12201	M0QV11	60.6	84.3	ColabFold	human_adenovirus_33_CF-AFK92567.1_12201_relaxed.pdb	1176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_32	AFK92487.1_12200	M0QUT2	62.1	84.0	ColabFold	human_adenovirus_32_CF-AFK92487.1_12200_relaxed.pdb	1176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_30	AEY79564.1_12199	M0QTS8	59.5	83.9	ColabFold	human_adenovirus_30_CF-AEY79564.1_12199_relaxed.pdb	1176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_36	ACY04462.1_12202	D4N3I0	60.6	83.6	ColabFold	human_adenovirus_36_CF-ACY04462.1_12202_relaxed.pdb	1176	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	
human_adenovirus_31	CAO78629.1_12149	D0Z5S3	61.8	83.7	ColabFold	human_adenovirus_31_CF-CAO78629.1_12149_relaxed.pdb	1184	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	
human_adenovirus_34	AAW33476.1_12157	Q3ZKZ8	56.9	83.8	ColabFold	human_adenovirus_34_CF-AAW33476.1_12157_relaxed.pdb	1193	dsDNA	Bamfordvirae	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus B	
torque_teno_midi_virus_2	BAF49430.1_12618	A4GZA0	36.4	79.3	ColabFold	torque_teno_midi_virus_2_CF-BAF49430.1_12618_relaxed.pdb	124	ssDNA(-)					Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi2	
torque_teno_midi_virus_2	BAF49428.1_12618	A4GZ98	34.4	71.2	ColabFold	torque_teno_midi_virus_2_CF-BAF49428.1_12618_relaxed.pdb	246	ssDNA(-)					Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi2	
torque_teno_midi_virus_2	BAF49429.1_12618	A4GZ99	49.4	64.2	ColabFold	torque_teno_midi_virus_2_CF-BAF49429.1_12618_relaxed.pdb	263	ssDNA(-)					Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi2	
torque_teno_midi_virus_2	BAF49431.1_12618	A4GZA1	56.5	83.4	ColabFold	torque_teno_midi_virus_2_CF-BAF49431.1_12618_relaxed.pdb	677	ssDNA(-)					Anelloviridae	Gammatorquevirus	Gammatorquevirus homidi2	
human_immunodeficiency_virus_2	AAB00740.1_11769	P18100	63.9	81.1	ColabFold	human_immunodeficiency_virus_2_CF-AAB00740.1_11769_relaxed.pdb	87	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00742.1_11769	P18093	53.1	79.4	ColabFold	human_immunodeficiency_virus_2_CF-AAB00742.1_11769_relaxed.pdb	103	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00739.1_11769	P18099	44.8	84.5	ColabFold	human_immunodeficiency_virus_2_CF-AAB00739.1_11769_relaxed.pdb	113	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00741.1_11769	P18098	46.2	66.3	ColabFold	human_immunodeficiency_virus_2_CF-AAB00741.1_11769_relaxed.pdb	130	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00738.1_11769	P18097	39.6	75.4	ColabFold	human_immunodeficiency_virus_2_CF-AAB00738.1_11769_relaxed.pdb	215	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00744.1_11769	P18092	33.6	68.7	ColabFold	human_immunodeficiency_virus_2_CF-AAB00744.1_11769_relaxed.pdb	257	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00736.1_11769	P18095	72.0	74.9	ColabFold	human_immunodeficiency_virus_2_CF-AAB00736.1_11769_relaxed.pdb	521	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00743.1_11769	P18094	26.5	68.3	ColabFold	human_immunodeficiency_virus_2_CF-AAB00743.1_11769_relaxed.pdb	860	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
human_immunodeficiency_virus_2	AAB00737.1_11769	P18096	74.9	76.9	ColabFold	human_immunodeficiency_virus_2_CF-AAB00737.1_11769_relaxed.pdb	963	ssRNA-RT	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Retroviridae	Lentivirus	Human immunodeficiency virus 2	
chikungunya_virus	AAN05101.1.1.4_6742	Q8JUX6	89.6	97.9	ColabFold	chikungunya_virus_CF-AAN05101.1.1.4_6742_relaxed.pdb	128	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AJD20059.2.1.4_6743	A0A0B4VFI7	89.5	98.0	ColabFold	chikungunya_virus_CF-AJD20059.2.1.4_6743_relaxed.pdb	128	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AJD20059.2.1.3_6743	A0A0B4VFI7	33.1	85.1	ColabFold	chikungunya_virus_CF-AJD20059.2.1.3_6743_relaxed.pdb	202	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AAN05101.1.1.3_6742	Q8JUX6	34.2	85.0	ColabFold	chikungunya_virus_CF-AAN05101.1.1.3_6742_relaxed.pdb	202	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AAN05101.1.1.2_6742	Q8JUX6	86.3	89.5	ColabFold	chikungunya_virus_CF-AAN05101.1.1.2_6742_relaxed.pdb	239	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AJD20059.2.1.2_6743	A0A0B4VFI7	86.1	91.7	ColabFold	chikungunya_virus_CF-AJD20059.2.1.2_6743_relaxed.pdb	239	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AJD20059.2.1.1_6743	A0A0B4VFI7	31.5	70.9	ColabFold	chikungunya_virus_CF-AJD20059.2.1.1_6743_relaxed.pdb	356	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AAN05101.1.1.1_6742	Q8JUX6	31.3	71.5	ColabFold	chikungunya_virus_CF-AAN05101.1.1.1_6742_relaxed.pdb	356	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AAN05101.1.1.5_6742	Q8JUX6	73.0	73.2	ColabFold	chikungunya_virus_CF-AAN05101.1.1.5_6742_relaxed.pdb	458	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AJD20059.2.1.5_6743	A0A0B4VFI7	72.2	74.2	ColabFold	chikungunya_virus_CF-AJD20059.2.1.5_6743_relaxed.pdb	458	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AJD20060.2_6743	A0A0B4VF96	44.4	75.1	ColabFold	chikungunya_virus_CF-AJD20060.2_6743_relaxed.pdb	1241	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
chikungunya_virus	AAN05102.2_6742	Q8JUX5	44.0	74.2	ColabFold	chikungunya_virus_CF-AAN05102.2_6742_relaxed.pdb	1248	ssRNA(+)	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Togaviridae	Alphavirus	Chikungunya virus	
human_polyomavirus_7	ADE45466.1_4466	D6QWJ7	60.9	84.2	ColabFold	human_polyomavirus_7_CF-ADE45466.1_4466_relaxed.pdb	193	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus septihominis	
human_polyomavirus_7	ADE45464.1_4466	D6QWJ5	31.1	76.0	ColabFold	human_polyomavirus_7_CF-ADE45464.1_4466_relaxed.pdb	380	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus septihominis	
human_polyomavirus_7	ADE45465.1_4466	D6QWJ6	81.9	82.9	ColabFold	human_polyomavirus_7_CF-ADE45465.1_4466_relaxed.pdb	671	dsDNA	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Deltapolyomavirus	Deltapolyomavirus septihominis	
avian_paramyxovirus_20	AWX68084.2_8783	A0A2Z4NB37	48.2	60.5	ColabFold	avian_paramyxovirus_20_CF-AWX68084.2_8783_relaxed.pdb	165	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_2	ACA49106.1_8788	B4Y565	46.3	62.0	ColabFold	avian_paramyxovirus_2_CF-ACA49106.1_8788_relaxed.pdb	232	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
avian_paramyxovirus_20	AWX68083.2_8783	A0A2Z4NB30	46.8	58.0	ColabFold	avian_paramyxovirus_20_CF-AWX68083.2_8783_relaxed.pdb	263	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_22	QEQ50565.1_8786	A0A5J6CUU3	24.7	84.0	ColabFold	avian_paramyxovirus_22_CF-QEQ50565.1_8786_relaxed.pdb	365	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus taiwanense	
avian_paramyxovirus_21	AVG72386.1_8794	A0A2L2FP70	22.8	85.1	ColabFold	avian_paramyxovirus_21_CF-AVG72386.1_8794_relaxed.pdb	365	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus koreaense	
avian_paramyxovirus_2	ACA49107.1_8788	B4Y566	25.4	84.7	ColabFold	avian_paramyxovirus_2_CF-ACA49107.1_8788_relaxed.pdb	369	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
avian_paramyxovirus_20	AUJ87605.2_8783	A0A2I6ECF4	24.0	81.8	ColabFold	avian_paramyxovirus_20_CF-AUJ87605.2_8783_relaxed.pdb	376	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_2	ACA49105.1_8788	B4Y564	58.0	59.3	ColabFold	avian_paramyxovirus_2_CF-ACA49105.1_8788_relaxed.pdb	399	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
avian_paramyxovirus_22	QEQ50564.1_8786	A0A5J6CUU1	58.3	59.3	ColabFold	avian_paramyxovirus_22_CF-QEQ50564.1_8786_relaxed.pdb	410	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus taiwanense	
avian_paramyxovirus_20	AUJ87604.1_8783	A0A2I6ECF1	57.9	59.5	ColabFold	avian_paramyxovirus_20_CF-AUJ87604.1_8783_relaxed.pdb	431	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_21	AVG72385.1_8794	A0A2L2FM62	61.7	59.9	ESMFold	avian_paramyxovirus_21_EF-AVG72385.1_8794_relaxed.pdb	439	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus koreaense	
avian_paramyxovirus_2	ACA49104.1_8788	B4Y563	33.3	81.9	ColabFold	avian_paramyxovirus_2_CF-ACA49104.1_8788_relaxed.pdb	457	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
avian_paramyxovirus_20	AUJ87602.1_8783	A0A2I6ECF3	31.1	81.2	ColabFold	avian_paramyxovirus_20_CF-AUJ87602.1_8783_relaxed.pdb	459	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_22	QEQ50563.1_8786	A0A5J6CUV1	30.9	81.2	ColabFold	avian_paramyxovirus_22_CF-QEQ50563.1_8786_relaxed.pdb	461	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus taiwanense	
avian_paramyxovirus_21	AVG72384.1_8794	A0A2L2FP62	34.1	77.9	ColabFold	avian_paramyxovirus_21_CF-AVG72384.1_8794_relaxed.pdb	487	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus koreaense	
avian_paramyxovirus_2	ACA49108.1_8788	B4Y567	69.3	76.1	ColabFold	avian_paramyxovirus_2_CF-ACA49108.1_8788_relaxed.pdb	536	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
avian_paramyxovirus_20	AUJ87606.2_8783	A0A2I6ECF5	70.9	76.6	ColabFold	avian_paramyxovirus_20_CF-AUJ87606.2_8783_relaxed.pdb	537	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_22	QEQ50566.1_8786	A0A5J6CUW9	68.4	72.8	ColabFold	avian_paramyxovirus_22_CF-QEQ50566.1_8786_relaxed.pdb	540	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus taiwanense	
avian_paramyxovirus_21	AVG72387.1_8794	A0A2L2FLB5	70.2	77.6	ColabFold	avian_paramyxovirus_21_CF-AVG72387.1_8794_relaxed.pdb	551	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus koreaense	
avian_paramyxovirus_21	AVG72388.1_8794	A0A2L2FPB2	66.1	86.2	ColabFold	avian_paramyxovirus_21_CF-AVG72388.1_8794_relaxed.pdb	567	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus koreaense	
avian_paramyxovirus_22	QEQ50567.1_8786	A0A5J6CUU0	65.9	84.8	ColabFold	avian_paramyxovirus_22_CF-QEQ50567.1_8786_relaxed.pdb	571	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus taiwanense	
avian_paramyxovirus_20	AUJ87607.1_8783	A0A2I6ECF6	65.5	85.1	ColabFold	avian_paramyxovirus_20_CF-AUJ87607.1_8783_relaxed.pdb	574	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus kazakhstanense	
avian_paramyxovirus_2	ACA49109.1_8788	B4Y568	60.8	84.8	ColabFold	avian_paramyxovirus_2_CF-ACA49109.1_8788_relaxed.pdb	580	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
avian_paramyxovirus_22	QEQ50568.1.1.2_8786	A0A5J6CUU4	31.2	79.0	ColabFold	avian_paramyxovirus_22_CF-QEQ50568.1.1.2_8786_relaxed.pdb	981	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus taiwanense	
avian_paramyxovirus_21	AVG72389.1.1.2_8794	A0A2L2FLB7	32.1	78.8	ColabFold	avian_paramyxovirus_21_CF-AVG72389.1.1.2_8794_relaxed.pdb	986	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthoavulavirus	Orthoavulavirus koreaense	
avian_paramyxovirus_2	ACA49110.1.1.2_8788	B4Y569	31.2	80.8	ColabFold	avian_paramyxovirus_2_CF-ACA49110.1.1.2_8788_relaxed.pdb	988	ssRNA(-)	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Metaavulavirus yucaipaense	
